#
# 2021-04-07_REL606_replicate_004_timepoint_001
# ------------------------------
# Acquired: 4/28/2021 9:01:19 PM
# Converted: 04/29/2021 11:04:21 AM
# Vial: 28
# Injection Volume: 20 uL
# Sample ID: 001
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,148,B
0.008329999999999999,148,B
0.016669999999999997,54,B
0.025,2,B
0.03333,3,B
0.04167,5,B
0.05,7,B
0.05832999999999999,9,B
0.06667000000000001,10,B
0.075,11,B
0.08333,12,B
0.09167,13,B
0.1,14,B
0.10833,15,B
0.11667000000000001,16,B
0.125,17,B
0.13333,18,B
0.14167000000000002,19,B
0.15,20,B
0.15833,20,B
0.16667,21,B
0.175,21,B
0.18333,22,B
0.19167,23,B
0.2,23,B
0.20833000000000002,24,B
0.21666999999999997,24,B
0.225,25,B
0.23333,25,B
0.24166999999999997,25,B
0.25,25,B
0.25833,26,B
0.26666999999999996,26,B
0.275,26,B
0.28333,27,B
0.29167,28,B
0.3,28,B
0.30833,28,B
0.31667,28,B
0.325,29,B
0.33333,29,B
0.34167,29,B
0.35,29,B
0.35833000000000004,29,B
0.36667,29,B
0.375,29,B
0.38333,29,B
0.39166999999999996,29,B
0.4,29,B
0.40833,29,B
0.41667,29,B
0.425,29,B
0.43333,29,B
0.44167,29,B
0.45,29,B
0.45833,29,B
0.46667,29,B
0.475,28,B
0.48333000000000004,28,B
0.49167,28,B
0.5,28,B
0.5083300000000001,28,B
0.51667,28,B
0.525,28,B
0.53333,28,B
0.54167,28,B
0.55,28,B
0.55833,28,B
0.56667,28,B
0.575,28,B
0.58333,28,B
0.59167,28,B
0.6,27,B
0.60833,27,B
0.6166699999999999,26,B
0.625,26,B
0.6333300000000001,26,B
0.64167,25,B
0.65,25,B
0.65833,26,B
0.66667,26,B
0.675,26,B
0.68333,26,B
0.69167,26,B
0.7,25,B
0.70833,25,B
0.71667,24,B
0.725,24,B
0.73333,23,B
0.7416699999999999,23,B
0.75,22,B
0.7583300000000001,22,B
0.76667,22,B
0.775,22,B
0.78333,21,B
0.79167,21,B
0.8,21,B
0.80833,21,B
0.81667,20,B
0.825,20,B
0.8333299999999999,19,B
0.84167,19,B
0.85,18,B
0.8583299999999999,18,B
0.86667,17,B
0.875,17,B
0.88333,17,B
0.8916700000000001,17,B
0.9,16,B
0.90833,16,B
0.9166700000000001,16,B
0.925,15,B
0.9333299999999999,15,B
0.9416700000000001,14,B
0.95,14,B
0.9583299999999999,14,B
0.96667,14,B
0.975,13,B
0.9833299999999999,13,B
0.99167,12,B
1.0,12,B
1.00833,12,B
1.01667,12,B
1.025,12,B
1.0333299999999999,11,B
1.04167,11,B
1.05,11,B
1.05833,10,B
1.06667,10,B
1.075,10,B
1.08333,10,B
1.0916700000000001,9,B
1.1,9,B
1.10833,9,B
1.11667,8,B
1.125,8,B
1.13333,7,B
1.14167,7,B
1.15,7,B
1.1583299999999999,6,B
1.16667,6,B
1.175,6,B
1.18333,6,B
1.19167,5,B
1.2,4,B
1.20833,4,B
1.2166700000000001,4,B
1.225,5,B
1.23333,4,B
1.24167,4,B
1.25,3,B
1.25833,3,B
1.26667,2,B
1.275,1,B
1.2833299999999999,1,B
1.29167,1,B
1.3,1,B
1.30833,0,B
1.31667,0,B
1.325,0,B
1.33333,0,B
1.3416700000000001,0,B
1.35,-1,B
1.35833,-1,B
1.36667,-1,B
1.375,-1,B
1.38333,-1,B
1.39167,-1,B
1.4,-2,B
1.4083299999999999,-2,B
1.41667,-3,B
1.425,-3,B
1.43333,-4,B
1.44167,-4,B
1.45,-4,B
1.45833,-4,B
1.4666700000000001,-4,B
1.475,-4,B
1.48333,-4,B
1.49167,-5,B
1.5,-5,B
1.50833,-6,B
1.51667,-6,B
1.525,-7,B
1.5333299999999999,-7,B
1.54167,-7,B
1.55,-7,B
1.55833,-8,B
1.56667,-8,B
1.575,-9,B
1.58333,-9,B
1.5916700000000001,-9,B
1.6,-9,B
1.60833,-9,B
1.61667,-10,B
1.625,-10,B
1.63333,-10,B
1.64167,-10,B
1.65,-10,B
1.6583299999999999,-10,B
1.66667,-11,B
1.675,-11,B
1.68333,-11,B
1.69167,-11,B
1.7,-11,B
1.70833,-12,B
1.7166700000000001,-12,B
1.725,-13,B
1.73333,-13,B
1.74167,-14,B
1.75,-14,B
1.75833,-14,B
1.76667,-14,B
1.775,-15,B
1.7833299999999999,-15,B
1.79167,-14,B
1.8,-14,B
1.80833,-14,B
1.81667,-14,B
1.825,-14,B
1.83333,-15,B
1.8416700000000001,-15,B
1.85,-15,B
1.85833,-15,B
1.86667,-15,B
1.875,-15,B
1.88333,-15,B
1.89167,-16,B
1.9,-16,B
1.9083299999999999,-17,B
1.91667,-17,B
1.925,-17,B
1.93333,-17,B
1.94167,-17,B
1.95,-17,B
1.95833,-17,B
1.9666700000000001,-17,B
1.975,-17,B
1.98333,-17,B
1.99167,-17,B
2.0,-17,B
2.00833,-17,B
2.01667,-17,B
2.025,-18,B
2.03333,-18,B
2.04167,-18,B
2.05,-18,B
2.0583299999999998,-18,B
2.0666700000000002,-18,B
2.075,-19,B
2.08333,-19,B
2.09167,-20,B
2.1,-20,B
2.10833,-20,B
2.11667,-20,B
2.125,-21,B
2.13333,-21,B
2.14167,-21,B
2.15,-21,B
2.15833,-21,B
2.16667,-21,B
2.175,-21,B
2.1833299999999998,-21,B
2.1916700000000002,-21,B
2.2,-22,B
2.20833,-22,B
2.21667,-22,B
2.225,-22,B
2.23333,-22,B
2.24167,-23,B
2.25,-23,B
2.25833,-23,B
2.26667,-23,B
2.275,-24,B
2.28333,-24,B
2.29167,-25,B
2.3,-26,B
2.3083299999999998,-26,B
2.3166700000000002,-27,B
2.325,-28,B
2.33333,-29,B
2.34167,-30,B
2.35,-31,B
2.35833,-32,B
2.36667,-33,B
2.375,-34,B
2.38333,-35,B
2.39167,-37,B
2.4,-38,B
2.40833,-39,B
2.41667,-41,B
2.425,-43,B
2.4333299999999998,-45,B
2.4416700000000002,-47,B
2.45,-49,B
2.45833,-52,B
2.46667,-55,B
2.475,-57,B
2.48333,-60,B
2.49167,-63,B
2.5,-67,B
2.50833,-70,B
2.51667,-74,B
2.525,-78,B
2.53333,-82,B
2.54167,-87,B
2.55,-91,B
2.5583299999999998,-96,B
2.5666700000000002,-101,B
2.575,-106,B
2.58333,-112,B
2.59167,-118,B
2.6,-125,B
2.60833,-132,B
2.61667,-139,B
2.625,-146,B
2.63333,-153,B
2.64167,-161,B
2.65,-168,B
2.65833,-177,B
2.66667,-185,B
2.675,-194,B
2.6833299999999998,-203,B
2.6916700000000002,-213,B
2.7,-223,B
2.70833,-233,B
2.71667,-243,B
2.725,-254,B
2.73333,-265,B
2.74167,-276,B
2.75,-288,B
2.75833,-299,B
2.76667,-311,B
2.775,-324,B
2.78333,-336,B
2.79167,-349,B
2.8,-363,B
2.8083299999999998,-376,B
2.8166700000000002,-389,B
2.825,-402,B
2.83333,-416,B
2.84167,-429,B
2.85,-443,B
2.85833,-458,B
2.86667,-472,B
2.875,-486,B
2.88333,-500,B
2.89167,-514,B
2.9,-528,B
2.90833,-542,B
2.91667,-557,B
