#
# 2021-04-07_REL606_replicate_001_timepoint_002
# ------------------------------
# Acquired: 4/28/2021 11:35:41 AM
# Converted: 04/29/2021 11:04:20 AM
# Vial: 2
# Injection Volume: 20 uL
# Sample ID: 002
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,2,B
0.008329999999999999,2,B
0.016669999999999997,0,B
0.025,0,B
0.03333,0,B
0.04167,0,B
0.05,0,B
0.05832999999999999,0,B
0.06667000000000001,0,B
0.075,0,B
0.08333,0,B
0.09167,0,B
0.1,0,B
0.10833,0,B
0.11667000000000001,0,B
0.125,0,B
0.13333,1,B
0.14167000000000002,1,B
0.15,1,B
0.15833,1,B
0.16667,0,B
0.175,0,B
0.18333,1,B
0.19167,1,B
0.2,1,B
0.20833000000000002,1,B
0.21666999999999997,1,B
0.225,1,B
0.23333,0,B
0.24166999999999997,0,B
0.25,0,B
0.25833,0,B
0.26666999999999996,1,B
0.275,1,B
0.28333,1,B
0.29167,1,B
0.3,1,B
0.30833,1,B
0.31667,2,B
0.325,1,B
0.33333,2,B
0.34167,2,B
0.35,2,B
0.35833000000000004,2,B
0.36667,2,B
0.375,2,B
0.38333,2,B
0.39166999999999996,2,B
0.4,2,B
0.40833,2,B
0.41667,2,B
0.425,2,B
0.43333,2,B
0.44167,3,B
0.45,3,B
0.45833,3,B
0.46667,3,B
0.475,3,B
0.48333000000000004,4,B
0.49167,4,B
0.5,4,B
0.5083300000000001,5,B
0.51667,5,B
0.525,5,B
0.53333,5,B
0.54167,5,B
0.55,5,B
0.55833,5,B
0.56667,5,B
0.575,5,B
0.58333,6,B
0.59167,6,B
0.6,6,B
0.60833,6,B
0.6166699999999999,7,B
0.625,7,B
0.6333300000000001,7,B
0.64167,7,B
0.65,7,B
0.65833,7,B
0.66667,7,B
0.675,7,B
0.68333,7,B
0.69167,7,B
0.7,8,B
0.70833,8,B
0.71667,8,B
0.725,8,B
0.73333,8,B
0.7416699999999999,8,B
0.75,8,B
0.7583300000000001,9,B
0.76667,9,B
0.775,9,B
0.78333,9,B
0.79167,9,B
0.8,9,B
0.80833,9,B
0.81667,9,B
0.825,9,B
0.8333299999999999,9,B
0.84167,9,B
0.85,9,B
0.8583299999999999,9,B
0.86667,9,B
0.875,9,B
0.88333,9,B
0.8916700000000001,10,B
0.9,10,B
0.90833,11,B
0.9166700000000001,11,B
0.925,11,B
0.9333299999999999,11,B
0.9416700000000001,11,B
0.95,11,B
0.9583299999999999,11,B
0.96667,11,B
0.975,12,B
0.9833299999999999,12,B
0.99167,11,B
1.0,11,B
1.00833,11,B
1.01667,11,B
1.025,11,B
1.0333299999999999,10,B
1.04167,10,B
1.05,10,B
1.05833,11,B
1.06667,11,B
1.075,11,B
1.08333,11,B
1.0916700000000001,11,B
1.1,11,B
1.10833,11,B
1.11667,11,B
1.125,11,B
1.13333,11,B
1.14167,11,B
1.15,11,B
1.1583299999999999,11,B
1.16667,11,B
1.175,11,B
1.18333,11,B
1.19167,11,B
1.2,10,B
1.20833,11,B
1.2166700000000001,11,B
1.225,11,B
1.23333,11,B
1.24167,11,B
1.25,11,B
1.25833,10,B
1.26667,10,B
1.275,10,B
1.2833299999999999,10,B
1.29167,10,B
1.3,10,B
1.30833,9,B
1.31667,9,B
1.325,9,B
1.33333,9,B
1.3416700000000001,9,B
1.35,9,B
1.35833,9,B
1.36667,9,B
1.375,9,B
1.38333,9,B
1.39167,9,B
1.4,10,B
1.4083299999999999,10,B
1.41667,10,B
1.425,10,B
1.43333,9,B
1.44167,9,B
1.45,9,B
1.45833,9,B
1.4666700000000001,9,B
1.475,9,B
1.48333,9,B
1.49167,8,B
1.5,8,B
1.50833,8,B
1.51667,8,B
1.525,8,B
1.5333299999999999,8,B
1.54167,8,B
1.55,8,B
1.55833,8,B
1.56667,8,B
1.575,8,B
1.58333,9,B
1.5916700000000001,9,B
1.6,9,B
1.60833,8,B
1.61667,8,B
1.625,8,B
1.63333,8,B
1.64167,8,B
1.65,8,B
1.6583299999999999,8,B
1.66667,8,B
1.675,8,B
1.68333,9,B
1.69167,8,B
1.7,8,B
1.70833,8,B
1.7166700000000001,9,B
1.725,8,B
1.73333,8,B
1.74167,8,B
1.75,8,B
1.75833,8,B
1.76667,8,B
1.775,8,B
1.7833299999999999,8,B
1.79167,9,B
1.8,9,B
1.80833,9,B
1.81667,8,B
1.825,8,B
1.83333,8,B
1.8416700000000001,8,B
1.85,8,B
1.85833,8,B
1.86667,8,B
1.875,9,B
1.88333,9,B
1.89167,9,B
1.9,9,B
1.9083299999999999,9,B
1.91667,9,B
1.925,9,B
1.93333,8,B
1.94167,8,B
1.95,8,B
1.95833,8,B
1.9666700000000001,9,B
1.975,9,B
1.98333,9,B
1.99167,9,B
2.0,9,B
2.00833,9,B
2.01667,9,B
2.025,9,B
2.03333,9,B
2.04167,9,B
2.05,10,B
2.0583299999999998,10,B
2.0666700000000002,10,B
2.075,10,B
2.08333,10,B
2.09167,11,B
2.1,11,B
2.10833,11,B
2.11667,10,B
2.125,10,B
2.13333,10,B
2.14167,10,B
2.15,10,B
2.15833,10,B
2.16667,10,B
2.175,10,B
2.1833299999999998,11,B
2.1916700000000002,11,B
2.2,11,B
2.20833,11,B
2.21667,11,B
2.225,11,B
2.23333,11,B
2.24167,11,B
2.25,11,B
2.25833,12,B
2.26667,12,B
2.275,12,B
2.28333,12,B
2.29167,13,B
2.3,13,B
2.3083299999999998,13,B
2.3166700000000002,13,B
2.325,13,B
2.33333,13,B
2.34167,13,B
2.35,13,B
2.35833,13,B
2.36667,13,B
2.375,13,B
2.38333,13,B
2.39167,13,B
2.4,13,B
2.40833,13,B
2.41667,13,B
2.425,13,B
2.4333299999999998,13,B
2.4416700000000002,13,B
2.45,12,B
2.45833,12,B
2.46667,13,B
2.475,13,B
2.48333,13,B
2.49167,13,B
2.5,13,B
2.50833,12,B
2.51667,13,B
2.525,13,B
2.53333,13,B
2.54167,13,B
2.55,14,B
2.5583299999999998,14,B
2.5666700000000002,13,B
2.575,13,B
2.58333,13,B
2.59167,13,B
2.6,14,B
2.60833,14,B
2.61667,14,B
2.625,14,B
2.63333,14,B
2.64167,14,B
2.65,14,B
2.65833,14,B
2.66667,14,B
2.675,15,B
2.6833299999999998,15,B
