od_600nm,conc_lower_mM,conc_upper_mM,percentile,level,strain,carbon_source,compound_turnover
0.20564141414141418,26.43874436717171,28.475010968989892,95,hyperparameter,REL606,acetate,acetate
0.20722222222222225,26.39787905555555,28.43961065,95,hyperparameter,REL606,acetate,acetate
0.20880303030303032,26.357042081742424,28.40409667409091,95,hyperparameter,REL606,acetate,acetate
0.2103838383838384,26.315778850101008,28.368582698181815,95,hyperparameter,REL606,acetate,acetate
0.21196464646464652,26.280223823813127,28.332968841363634,95,hyperparameter,REL606,acetate,acetate
0.2135454545454546,26.240526310454545,28.294579672272725,95,hyperparameter,REL606,acetate,acetate
0.21512626262626267,26.200581305681816,28.258194635732316,95,hyperparameter,REL606,acetate,acetate
0.21670707070707074,26.160538304949494,28.217382032020197,95,hyperparameter,REL606,acetate,acetate
0.2182878787878788,26.121482984924242,28.178783211893936,95,hyperparameter,REL606,acetate,acetate
0.21986868686868688,26.08432087671717,28.14083955060606,95,hyperparameter,REL606,acetate,acetate
0.221449494949495,26.04427882623737,28.101843065227268,95,hyperparameter,REL606,acetate,acetate
0.22303030303030308,26.004236775757573,28.06343803636363,95,hyperparameter,REL606,acetate,acetate
0.22461111111111115,25.964194725277775,28.027521727777774,95,hyperparameter,REL606,acetate,acetate
0.22619191919191922,25.924307969090904,27.99484278888889,95,hyperparameter,REL606,acetate,acetate
0.2277727272727273,25.88925594636364,27.96216385,95,hyperparameter,REL606,acetate,acetate
0.22935353535353536,25.851920223737373,27.924618295252525,95,hyperparameter,REL606,acetate,acetate
0.2309343434343435,25.8123380145202,27.88534059722222,95,hyperparameter,REL606,acetate,acetate
0.23251515151515156,25.772775783787875,27.846015103333336,95,hyperparameter,REL606,acetate,acetate
0.23409595959595964,25.733480854823235,27.811425326818178,95,hyperparameter,REL606,acetate,acetate
0.2356767676767677,25.69581775494949,27.775397283636362,95,hyperparameter,REL606,acetate,acetate
0.23725757575757578,25.66125211371212,27.73755145772727,95,hyperparameter,REL606,acetate,acetate
0.23883838383838385,25.62103576212121,27.699600494949497,95,hyperparameter,REL606,acetate,acetate
0.24041919191919198,25.579414811742424,27.661485947474745,95,hyperparameter,REL606,acetate,acetate
0.24200000000000002,25.53923833,27.6233714,95,hyperparameter,REL606,acetate,acetate
0.0855,29.594786462499997,30.67002995,75,hyperparameter,REL606,acetate,acetate
0.08708080808080809,29.560031734090906,30.632844591161618,75,hyperparameter,REL606,acetate,acetate
0.08866161616161616,29.523023218434343,30.595090252525257,75,hyperparameter,REL606,acetate,acetate
0.09024242424242425,29.48805901060606,30.557541150000002,75,hyperparameter,REL606,acetate,acetate
0.09182323232323233,29.452169578282827,30.519007726767676,75,hyperparameter,REL606,acetate,acetate
0.0934040404040404,29.41618957020202,30.48130637752525,75,hyperparameter,REL606,acetate,acetate
0.09498484848484849,29.38034038560606,30.442586812499997,75,hyperparameter,REL606,acetate,acetate
0.09656565656565658,29.344731828282825,30.403943121212123,75,hyperparameter,REL606,acetate,acetate
0.09814646464646465,29.30801841199495,30.36488556540404,75,hyperparameter,REL606,acetate,acetate
0.09972727272727273,29.272559977272728,30.327722286363635,75,hyperparameter,REL606,acetate,acetate
0.10130808080808082,29.2360304604798,30.289838118434346,75,hyperparameter,REL606,acetate,acetate
0.10288888888888889,29.199182872222224,30.252432383333332,75,hyperparameter,REL606,acetate,acetate
0.10446969696969698,29.1634873030303,30.21395055492424,75,hyperparameter,REL606,acetate,acetate
0.10605050505050506,29.12798796111111,30.176611244696975,75,hyperparameter,REL606,acetate,acetate
0.10763131313131313,29.092159161868686,30.13959866590909,75,hyperparameter,REL606,acetate,acetate
0.10921212121212122,29.058510121212123,30.100803178787878,75,hyperparameter,REL606,acetate,acetate
0.1107929292929293,29.020639149368684,30.06505467954545,75,hyperparameter,REL606,acetate,acetate
0.11237373737373739,28.98425883838384,30.02830063131313,75,hyperparameter,REL606,acetate,acetate
0.11395454545454548,28.946633527272727,29.9899549875,75,hyperparameter,REL606,acetate,acetate
0.11553535353535355,28.91007029494949,29.953960363636362,75,hyperparameter,REL606,acetate,acetate
0.11711616161616163,28.874347358585858,29.916931653282823,75,hyperparameter,REL606,acetate,acetate
0.11869696969696972,28.838847151515154,29.87946831969697,75,hyperparameter,REL606,acetate,acetate
0.12027777777777779,28.802907354166667,29.84242428472222,75,hyperparameter,REL606,acetate,acetate
0.12185858585858587,28.766150747474747,29.80444314141414,75,hyperparameter,REL606,acetate,acetate
0.12343939393939396,28.731453100757573,29.76756343825758,75,hyperparameter,REL606,acetate,acetate
0.12502020202020203,28.693083886868685,29.730381999747475,75,hyperparameter,REL606,acetate,acetate
0.1266010101010101,28.65623901830808,29.692051482196966,75,hyperparameter,REL606,acetate,acetate
0.1281818181818182,28.61999134090909,29.65485356818182,75,hyperparameter,REL606,acetate,acetate
0.12976262626262627,28.584134922853536,29.61785242689394,75,hyperparameter,REL606,acetate,acetate
0.13134343434343437,28.548472321212124,29.57969720631313,75,hyperparameter,REL606,acetate,acetate
0.13292424242424244,28.513801884848487,29.541917425,75,hyperparameter,REL606,acetate,acetate
0.13450505050505052,28.47705643131313,29.50314884242424,75,hyperparameter,REL606,acetate,acetate
0.1360858585858586,28.440858370580806,29.467160358585858,75,hyperparameter,REL606,acetate,acetate
0.1376666666666667,28.403046816666663,29.429079199999997,75,hyperparameter,REL606,acetate,acetate
0.13924747474747476,28.36713217878788,29.390634260101013,75,hyperparameter,REL606,acetate,acetate
0.14082828282828286,28.33107798030303,29.352599855050507,75,hyperparameter,REL606,acetate,acetate
0.14240909090909093,28.293408649999996,29.31416811818182,75,hyperparameter,REL606,acetate,acetate
0.143989898989899,28.257541912878786,29.276316079545452,75,hyperparameter,REL606,acetate,acetate
0.14557070707070707,28.221264819444443,29.239084243686865,75,hyperparameter,REL606,acetate,acetate
0.14715151515151517,28.184541181818183,29.2031501030303,75,hyperparameter,REL606,acetate,acetate
0.14873232323232327,28.147425127020202,29.162022096085856,75,hyperparameter,REL606,acetate,acetate
0.15031313131313134,28.110678042929294,29.125217407575754,75,hyperparameter,REL606,acetate,acetate
0.15189393939393941,28.07372240530303,29.090487528409092,75,hyperparameter,REL606,acetate,acetate
0.15347474747474749,28.03766923939394,29.053742137878785,75,hyperparameter,REL606,acetate,acetate
0.15505555555555556,28.001348486111112,29.01597624166667,75,hyperparameter,REL606,acetate,acetate
0.15663636363636366,27.963337563636365,28.97967440454545,75,hyperparameter,REL606,acetate,acetate
0.15821717171717176,27.927945166540404,28.94285665479798,75,hyperparameter,REL606,acetate,acetate
0.15979797979797983,27.891439343434342,28.904970505050507,75,hyperparameter,REL606,acetate,acetate
0.1613787878787879,27.8534236375,28.86779825530303,75,hyperparameter,REL606,acetate,acetate
0.16295959595959597,27.815479592424243,28.830337290151515,75,hyperparameter,REL606,acetate,acetate
0.16454040404040404,27.7794011489899,28.792305498863634,75,hyperparameter,REL606,acetate,acetate
0.16612121212121214,27.74330213333333,28.754662469696967,75,hyperparameter,REL606,acetate,acetate
0.16770202020202024,27.70707230871212,28.715554400252522,75,hyperparameter,REL606,acetate,acetate
0.1692828282828283,27.671545706313132,28.676330512626258,75,hyperparameter,REL606,acetate,acetate
0.17086363636363638,27.634297446590907,28.639595214772726,75,hyperparameter,REL606,acetate,acetate
0.17244444444444446,27.59813451111111,28.6040274,75,hyperparameter,REL606,acetate,acetate
0.17402525252525253,27.5624271530303,28.566582593939394,75,hyperparameter,REL606,acetate,acetate
0.17560606060606063,27.52690352272727,28.52891149621212,75,hyperparameter,REL606,acetate,acetate
0.17718686868686873,27.49053505921717,28.49044954684343,75,hyperparameter,REL606,acetate,acetate
0.1787676767676768,27.45396571212121,28.454738294444443,75,hyperparameter,REL606,acetate,acetate
0.18034848484848487,27.41664744166667,28.417547777651514,75,hyperparameter,REL606,acetate,acetate
0.18192929292929294,27.379792686616163,28.382918464898992,75,hyperparameter,REL606,acetate,acetate
0.18351010101010104,27.343173695075755,28.344751631944444,75,hyperparameter,REL606,acetate,acetate
0.1850909090909091,27.307464818181817,28.308055409090912,75,hyperparameter,REL606,acetate,acetate
0.1866717171717172,27.270098452525254,28.272106713510105,75,hyperparameter,REL606,acetate,acetate
0.18825252525252528,27.23322166792929,28.23541655858586,75,hyperparameter,REL606,acetate,acetate
0.18983333333333335,27.19711363333333,28.1984854625,75,hyperparameter,REL606,acetate,acetate
0.19141414141414143,27.16162578282828,28.160428585858583,75,hyperparameter,REL606,acetate,acetate
0.19299494949494952,27.126686229671716,28.123151236237376,75,hyperparameter,REL606,acetate,acetate
0.1945757575757576,27.09007853560606,28.086006167424237,75,hyperparameter,REL606,acetate,acetate
0.1961565656565657,27.052290134595957,28.048000230050505,75,hyperparameter,REL606,acetate,acetate
0.19773737373737377,27.014862511111108,28.0113680020202,75,hyperparameter,REL606,acetate,acetate
0.19931818181818184,26.977094625,27.975593494318183,75,hyperparameter,REL606,acetate,acetate
0.2008989898989899,26.939449911363635,27.938317918434343,75,hyperparameter,REL606,acetate,acetate
0.202479797979798,26.90452431388889,27.901528537752526,75,hyperparameter,REL606,acetate,acetate
0.2040606060606061,26.86722660151515,27.86531413181818,75,hyperparameter,REL606,acetate,acetate
0.20564141414141418,26.831037910353537,27.82778700618687,75,hyperparameter,REL606,acetate,acetate
0.20722222222222225,26.794287319444443,27.791671319444443,75,hyperparameter,REL606,acetate,acetate
0.20880303030303032,26.757502712878786,27.756598242803033,75,hyperparameter,REL606,acetate,acetate
0.2103838383838384,26.72131691717172,27.718526780808077,75,hyperparameter,REL606,acetate,acetate
0.21196464646464652,26.68561004330808,27.681958481313128,75,hyperparameter,REL606,acetate,acetate
0.2135454545454546,26.649475175000003,27.64630763863636,75,hyperparameter,REL606,acetate,acetate
0.21512626262626267,26.611517380681818,27.609602481691915,75,hyperparameter,REL606,acetate,acetate
0.21670707070707074,26.574087086868687,27.572838511616162,75,hyperparameter,REL606,acetate,acetate
0.2182878787878788,26.53693925871212,27.5353908905303,75,hyperparameter,REL606,acetate,acetate
0.21986868686868688,26.49916964873737,27.498718872979794,75,hyperparameter,REL606,acetate,acetate
0.221449494949495,26.46126660037879,27.46109233964646,75,hyperparameter,REL606,acetate,acetate
0.22303030303030308,26.42382218181818,27.424373575757574,75,hyperparameter,REL606,acetate,acetate
0.22461111111111115,26.38723932916667,27.387627281944443,75,hyperparameter,REL606,acetate,acetate
0.22619191919191922,26.349567013131313,27.35054745959596,75,hyperparameter,REL606,acetate,acetate
0.2277727272727273,26.313397009090906,27.31537450113636,75,hyperparameter,REL606,acetate,acetate
0.22935353535353536,26.275487950505052,27.279182545959596,75,hyperparameter,REL606,acetate,acetate
0.2309343434343435,26.23732275252525,27.242247686237373,75,hyperparameter,REL606,acetate,acetate
0.23251515151515156,26.20113628257576,27.205072449999996,75,hyperparameter,REL606,acetate,acetate
0.23409595959595964,26.1622514125,27.168488703787872,75,hyperparameter,REL606,acetate,acetate
0.2356767676767677,26.124481560606057,27.13159302222222,75,hyperparameter,REL606,acetate,acetate
0.23725757575757578,26.089180732954546,27.094565599621212,75,hyperparameter,REL606,acetate,acetate
0.23883838383838385,26.052717849747474,27.057253135101007,75,hyperparameter,REL606,acetate,acetate
0.24041919191919198,26.014609934974743,27.020062770202017,75,hyperparameter,REL606,acetate,acetate
0.24200000000000002,25.97814755,26.983323999999996,75,hyperparameter,REL606,acetate,acetate
0.0855,29.810653,30.405402075,50,hyperparameter,REL606,acetate,acetate
0.08708080808080809,29.774411433333334,30.367498223232325,50,hyperparameter,REL606,acetate,acetate
0.08866161616161616,29.738325539141414,30.33076811489899,50,hyperparameter,REL606,acetate,acetate
0.09024242424242425,29.702405384848483,30.293487818181816,50,hyperparameter,REL606,acetate,acetate
0.09182323232323233,29.666523687878787,30.25692810782828,50,hyperparameter,REL606,acetate,acetate
0.0934040404040404,29.629389823737373,30.219668441919193,50,hyperparameter,REL606,acetate,acetate
0.09498484848484849,29.592904058333332,30.18307511969697,50,hyperparameter,REL606,acetate,acetate
0.09656565656565658,29.557632121212123,30.145631737373733,50,hyperparameter,REL606,acetate,acetate
0.09814646464646465,29.520866162878786,30.108649740656567,50,hyperparameter,REL606,acetate,acetate
0.09972727272727273,29.48445953181818,30.072900931818182,50,hyperparameter,REL606,acetate,acetate
0.10130808080808082,29.44862262550505,30.036146063888893,50,hyperparameter,REL606,acetate,acetate
0.10288888888888889,29.41176992222222,29.999430244444447,50,hyperparameter,REL606,acetate,acetate
0.10446969696969698,29.375582507575757,29.96260779545455,50,hyperparameter,REL606,acetate,acetate
0.10605050505050506,29.338946658585858,29.926204942424242,50,hyperparameter,REL606,acetate,acetate
0.10763131313131313,29.301676852525254,29.88937072171717,50,hyperparameter,REL606,acetate,acetate
0.10921212121212122,29.265253,29.85264810909091,50,hyperparameter,REL606,acetate,acetate
0.1107929292929293,29.228630785858584,29.814819109343432,50,hyperparameter,REL606,acetate,acetate
0.11237373737373739,29.19223453282828,29.777910479797978,50,hyperparameter,REL606,acetate,acetate
0.11395454545454548,29.156537661363636,29.741547070454544,50,hyperparameter,REL606,acetate,acetate
0.11553535353535355,29.12069057676768,29.70409918282828,50,hyperparameter,REL606,acetate,acetate
0.11711616161616163,29.085205988131314,29.666961568686865,50,hyperparameter,REL606,acetate,acetate
0.11869696969696972,29.048947442424243,29.63019542878788,50,hyperparameter,REL606,acetate,acetate
0.12027777777777779,29.014031,29.593326499999996,50,hyperparameter,REL606,acetate,acetate
0.12185858585858587,28.975458973737375,29.556152125252527,50,hyperparameter,REL606,acetate,acetate
0.12343939393939396,28.937819641666664,29.519008918181814,50,hyperparameter,REL606,acetate,acetate
0.12502020202020203,28.900505127777777,29.481687491414142,50,hyperparameter,REL606,acetate,acetate
0.1266010101010101,28.86331769520202,29.445075364393944,50,hyperparameter,REL606,acetate,acetate
0.1281818181818182,28.825985000000003,29.40800609090909,50,hyperparameter,REL606,acetate,acetate
0.12976262626262627,28.789219210858583,29.37066531237374,50,hyperparameter,REL606,acetate,acetate
0.13134343434343437,28.753189428787877,29.332531630808077,50,hyperparameter,REL606,acetate,acetate
0.13292424242424244,28.715678059848486,29.29466151818182,50,hyperparameter,REL606,acetate,acetate
0.13450505050505052,28.67811365050505,29.257460593939392,50,hyperparameter,REL606,acetate,acetate
0.1360858585858586,28.640898712121214,29.22007313510101,50,hyperparameter,REL606,acetate,acetate
0.1376666666666667,28.604148449999997,29.18286328333333,50,hyperparameter,REL606,acetate,acetate
0.13924747474747476,28.56763294520202,29.145240884595957,50,hyperparameter,REL606,acetate,acetate
0.14082828282828286,28.530072491919192,29.108673284848486,50,hyperparameter,REL606,acetate,acetate
0.14240909090909093,28.494186465909088,29.072080456818185,50,hyperparameter,REL606,acetate,acetate
0.143989898989899,28.45748759343434,29.03441265151515,50,hyperparameter,REL606,acetate,acetate
0.14557070707070707,28.42056584570707,28.99670176969697,50,hyperparameter,REL606,acetate,acetate
0.14715151515151517,28.383393187878788,28.960548327272726,50,hyperparameter,REL606,acetate,acetate
0.14873232323232327,28.347123570959596,28.923240566666667,50,hyperparameter,REL606,acetate,acetate
0.15031313131313134,28.309090571212124,28.88658274949495,50,hyperparameter,REL606,acetate,acetate
0.15189393939393941,28.272530511363634,28.84945263257576,50,hyperparameter,REL606,acetate,acetate
0.15347474747474749,28.23729667171717,28.812399220202018,50,hyperparameter,REL606,acetate,acetate
0.15505555555555556,28.200544819444442,28.77561006111111,50,hyperparameter,REL606,acetate,acetate
0.15663636363636366,28.163066245454544,28.738963895454546,50,hyperparameter,REL606,acetate,acetate
0.15821717171717176,28.126925506565655,28.702437222222223,50,hyperparameter,REL606,acetate,acetate
0.15979797979797983,28.090577656565657,28.66507594949495,50,hyperparameter,REL606,acetate,acetate
0.1613787878787879,28.054163337121214,28.62872601060606,50,hyperparameter,REL606,acetate,acetate
0.16295959595959597,28.01761683282828,28.59171039040404,50,hyperparameter,REL606,acetate,acetate
0.16454040404040404,27.98131721136364,28.554312687878788,50,hyperparameter,REL606,acetate,acetate
0.16612121212121214,27.94498387575758,28.516954163636363,50,hyperparameter,REL606,acetate,acetate
0.16770202020202024,27.908570549242423,28.480215915404038,50,hyperparameter,REL606,acetate,acetate
0.1692828282828283,27.870560673232323,28.444436831313133,50,hyperparameter,REL606,acetate,acetate
0.17086363636363638,27.83373844772727,28.408069375000004,50,hyperparameter,REL606,acetate,acetate
0.17244444444444446,27.796834311111112,28.372467155555555,50,hyperparameter,REL606,acetate,acetate
0.17402525252525253,27.760480324747476,28.335780883080808,50,hyperparameter,REL606,acetate,acetate
0.17560606060606063,27.72392296212121,28.298784863636364,50,hyperparameter,REL606,acetate,acetate
0.17718686868686873,27.687449969949494,28.262332231565658,50,hyperparameter,REL606,acetate,acetate
0.1787676767676768,27.64986255353535,28.225577758585857,50,hyperparameter,REL606,acetate,acetate
0.18034848484848487,27.61168350909091,28.189490032575755,50,hyperparameter,REL606,acetate,acetate
0.18192929292929294,27.576482077777776,28.15280479191919,50,hyperparameter,REL606,acetate,acetate
0.18351010101010104,27.539871101010103,28.11555280808081,50,hyperparameter,REL606,acetate,acetate
0.1850909090909091,27.501997018181818,28.078578363636364,50,hyperparameter,REL606,acetate,acetate
0.1866717171717172,27.465860272979796,28.04164088813131,50,hyperparameter,REL606,acetate,acetate
0.18825252525252528,27.429763126767675,28.004375233838385,50,hyperparameter,REL606,acetate,acetate
0.18983333333333335,27.39320813333333,27.967863033333337,50,hyperparameter,REL606,acetate,acetate
0.19141414141414143,27.356479949494947,27.930487196969693,50,hyperparameter,REL606,acetate,acetate
0.19299494949494952,27.319037684595962,27.89312841489899,50,hyperparameter,REL606,acetate,acetate
0.1945757575757576,27.28255595151515,27.857031865151512,50,hyperparameter,REL606,acetate,acetate
0.1961565656565657,27.244618765909088,27.81938557651515,50,hyperparameter,REL606,acetate,acetate
0.19773737373737377,27.206973688888887,27.782578905050507,50,hyperparameter,REL606,acetate,acetate
0.19931818181818184,27.169608727272724,27.745720159090908,50,hyperparameter,REL606,acetate,acetate
0.2008989898989899,27.13270105757576,27.708083045454543,50,hyperparameter,REL606,acetate,acetate
0.202479797979798,27.095797453787878,27.670538729292925,50,hyperparameter,REL606,acetate,acetate
0.2040606060606061,27.060094884848482,27.634148706060603,50,hyperparameter,REL606,acetate,acetate
0.20564141414141418,27.022813960101008,27.598135574999993,50,hyperparameter,REL606,acetate,acetate
0.20722222222222225,26.986203055555556,27.561566916666663,50,hyperparameter,REL606,acetate,acetate
0.20880303030303032,26.949770962121214,27.525932832575755,50,hyperparameter,REL606,acetate,acetate
0.2103838383838384,26.913338868686868,27.488943034343432,50,hyperparameter,REL606,acetate,acetate
0.21196464646464652,26.876603515151515,27.452272507575756,50,hyperparameter,REL606,acetate,acetate
0.2135454545454546,26.83982620909091,27.415291713636364,50,hyperparameter,REL606,acetate,acetate
0.21512626262626267,26.802874300505046,27.378071815656565,50,hyperparameter,REL606,acetate,acetate
0.21670707070707074,26.76667648282828,27.34146910909091,50,hyperparameter,REL606,acetate,acetate
0.2182878787878788,26.72984180454545,27.30553577272727,50,hyperparameter,REL606,acetate,acetate
0.21986868686868688,26.692273535353536,27.268345164141415,50,hyperparameter,REL606,acetate,acetate
0.221449494949495,26.65511519419192,27.2326581260101,50,hyperparameter,REL606,acetate,acetate
0.22303030303030308,26.61877375757576,27.195968424242423,50,hyperparameter,REL606,acetate,acetate
0.22461111111111115,26.582119330555557,27.16115258055555,50,hyperparameter,REL606,acetate,acetate
0.22619191919191922,26.54400999393939,27.125110311111108,50,hyperparameter,REL606,acetate,acetate
0.2277727272727273,26.5076168,27.08897549090909,50,hyperparameter,REL606,acetate,acetate
0.22935353535353536,26.471867690909093,27.052664718181816,50,hyperparameter,REL606,acetate,acetate
0.2309343434343435,26.43507081439394,27.01634989267677,50,hyperparameter,REL606,acetate,acetate
0.23251515151515156,26.398940998484846,26.979825687878787,50,hyperparameter,REL606,acetate,acetate
0.23409595959595964,26.363102392929292,26.942946126262626,50,hyperparameter,REL606,acetate,acetate
0.2356767676767677,26.325158117171718,26.906316953535352,50,hyperparameter,REL606,acetate,acetate
0.23725757575757578,26.28852543181818,26.869459846969697,50,hyperparameter,REL606,acetate,acetate
0.23883838383838385,26.25126651010101,26.83291358838384,50,hyperparameter,REL606,acetate,acetate
0.24041919191919198,26.213712880050505,26.79608477070707,50,hyperparameter,REL606,acetate,acetate
0.24200000000000002,26.1784648,26.759392300000002,50,hyperparameter,REL606,acetate,acetate
0.0855,29.968068687499994,30.2427008375,25,hyperparameter,REL606,acetate,acetate
0.08708080808080809,29.93226888358586,30.205351793434343,25,hyperparameter,REL606,acetate,acetate
0.08866161616161616,29.89541997348485,30.167806405934346,25,hyperparameter,REL606,acetate,acetate
