conc_range_mM,rel_area_lower,rel_area_upper,percentile,strain,carbon_source,compound_turnover
22.727272727272727,0.16126950822727273,0.17064764145454542,95,REL606,acetate,acetate
23.03030303030303,0.16344103384848485,0.17295907733439392,95,REL606,acetate,acetate
23.333333333333336,0.16562249933333334,0.17525511924999998,95,REL606,acetate,acetate
23.636363636363637,0.16780219566818183,0.1775445400227273,95,REL606,acetate,acetate
23.93939393939394,0.1699598787348485,0.17983591420151515,95,REL606,acetate,acetate
24.242424242424242,0.1721069148560606,0.18213014622727272,95,REL606,acetate,acetate
24.545454545454547,0.1742477595909091,0.18442591718181817,95,REL606,acetate,acetate
24.848484848484848,0.17639128549242425,0.18673035340909092,95,REL606,acetate,acetate
25.151515151515152,0.17851988401515154,0.1890281422272727,95,REL606,acetate,acetate
25.454545454545457,0.1806751976590909,0.1913362379545455,95,REL606,acetate,acetate
25.757575757575758,0.18282461967424243,0.19363821265151512,95,REL606,acetate,acetate
26.060606060606062,0.18497321203787878,0.19594338234848485,95,REL606,acetate,acetate
26.363636363636363,0.1871251478818182,0.1982531912090909,95,REL606,acetate,acetate
26.666666666666668,0.1892727920166667,0.20053817286666667,95,REL606,acetate,acetate
26.96969696969697,0.19142711104545454,0.20282028906060606,95,REL606,acetate,acetate
27.272727272727273,0.19359154349999996,0.2051346384090909,95,REL606,acetate,acetate
27.575757575757578,0.1957515543636364,0.20746207386363635,95,REL606,acetate,acetate
27.87878787878788,0.19790559827272725,0.20977587124242422,95,REL606,acetate,acetate
28.181818181818183,0.20004641825454544,0.21208424231818182,95,REL606,acetate,acetate
28.484848484848484,0.20219601037575757,0.21439224895454545,95,REL606,acetate,acetate
28.78787878787879,0.20435270475454548,0.21669205156060606,95,REL606,acetate,acetate
29.090909090909093,0.20651097325454548,0.21901560681818186,95,REL606,acetate,acetate
29.393939393939394,0.20868388643636365,0.22132123593939393,95,REL606,acetate,acetate
29.6969696969697,0.21085404818484854,0.223652013969697,95,REL606,acetate,acetate
30.0,0.21301240970000002,0.225975088,95,REL606,acetate,acetate
0.0,-0.003157615,0.0014886175,75,REL606,acetate,acetate
0.30303030303030304,-0.000891624090909091,0.0036693349999999997,75,REL606,acetate,acetate
0.6060606060606061,0.0013770225,0.005854782500000001,75,REL606,acetate,acetate
0.9090909090909092,0.0036277897727272734,0.008047422954545455,75,REL606,acetate,acetate
1.2121212121212122,0.005891779318181819,0.010254495454545454,75,REL606,acetate,acetate
1.5151515151515151,0.008144865530303032,0.01245331431818182,75,REL606,acetate,acetate
1.8181818181818183,0.010406383863636365,0.014645912272727275,75,REL606,acetate,acetate
2.121212121212121,0.012673558636363639,0.016846928712121213,75,REL606,acetate,acetate
2.4242424242424243,0.014933827424242424,0.019051314772727274,75,REL606,acetate,acetate
2.7272727272727275,0.017181757272727277,0.021248357500000002,75,REL606,acetate,acetate
3.0303030303030303,0.01944445696969697,0.02344404537878788,75,REL606,acetate,acetate
3.3333333333333335,0.021702066666666665,0.0256252775,75,REL606,acetate,acetate
3.6363636363636367,0.023955665,0.02782599081818182,75,REL606,acetate,acetate
3.9393939393939394,0.026204244015151514,0.030032890772727278,75,REL606,acetate,acetate
4.242424242424242,0.028456301893939395,0.03224043834090909,75,REL606,acetate,acetate
4.545454545454546,0.030711897500000005,0.03444372884090909,75,REL606,acetate,acetate
4.848484848484849,0.0329514575,0.03664352977272728,75,REL606,acetate,acetate
5.151515151515151,0.03519190356060606,0.03884350734848485,75,REL606,acetate,acetate
5.454545454545455,0.037434600227272734,0.04104214863636364,75,REL606,acetate,acetate
5.757575757575758,0.03966001340909091,0.04324694682575758,75,REL606,acetate,acetate
6.0606060606060606,0.04189535363636364,0.04545653174242424,75,REL606,acetate,acetate
6.363636363636364,0.044117304318181824,0.047664534545454544,75,REL606,acetate,acetate
6.666666666666667,0.04635260583333334,0.049865789583333334,75,REL606,acetate,acetate
6.96969696969697,0.04857374015151515,0.05206432015151515,75,REL606,acetate,acetate
7.272727272727273,0.05080476818181818,0.05426748340909092,75,REL606,acetate,acetate
7.575757575757576,0.053032280681818186,0.05648603701515151,75,REL606,acetate,acetate
7.878787878787879,0.05525900992424242,0.05869462477272727,75,REL606,acetate,acetate
8.181818181818182,0.057487457954545455,0.060907017772727265,75,REL606,acetate,acetate
8.484848484848484,0.05972315977272727,0.06312143760606061,75,REL606,acetate,acetate
8.787878787878789,0.061965332121212136,0.06534070222727274,75,REL606,acetate,acetate
9.090909090909092,0.06419995272727272,0.067578590925,75,REL606,acetate,acetate
9.393939393939394,0.06642280151515152,0.06979527333333335,75,REL606,acetate,acetate
9.696969696969697,0.06865693083333334,0.07201425643939394,75,REL606,acetate,acetate
10.0,0.070889145,0.07423872624999998,75,REL606,acetate,acetate
10.303030303030303,0.07311348303030302,0.07647049754545454,75,REL606,acetate,acetate
10.606060606060606,0.07534777038712122,0.07870801809090908,75,REL606,acetate,acetate
10.90909090909091,0.0775637025,0.08093917431818182,75,REL606,acetate,acetate
11.212121212121213,0.07979467015151515,0.08317009736363637,75,REL606,acetate,acetate
11.515151515151516,0.08204103962121213,0.08541417901515153,75,REL606,acetate,acetate
11.818181818181818,0.08425288636363637,0.08763370568181818,75,REL606,acetate,acetate
12.121212121212121,0.08645704310606062,0.08987063992424243,75,REL606,acetate,acetate
12.424242424242424,0.08865833499999999,0.09210230666666666,75,REL606,acetate,acetate
12.727272727272728,0.09086648,0.09432822888636366,75,REL606,acetate,acetate
13.030303030303031,0.09309583765151515,0.09654745290151515,75,REL606,acetate,acetate
13.333333333333334,0.09530657875,0.09878848416666666,75,REL606,acetate,acetate
13.636363636363637,0.09750972161363637,0.10103402388636364,75,REL606,acetate,acetate
13.93939393939394,0.09972593045454545,0.10327123774242425,75,REL606,acetate,acetate
14.242424242424242,0.10192520900757575,0.10551035472727273,75,REL606,acetate,acetate
14.545454545454547,0.10413963431818182,0.10776810652272728,75,REL606,acetate,acetate
14.84848484848485,0.10635092865151516,0.11000746431818181,75,REL606,acetate,acetate
15.151515151515152,0.10856417348484851,0.11228355204545455,75,REL606,acetate,acetate
15.454545454545455,0.11077481227272727,0.11454641295454547,75,REL606,acetate,acetate
15.757575757575758,0.11299346393939394,0.11680070918939393,75,REL606,acetate,acetate
16.060606060606062,0.1152025987878788,0.11904264015151517,75,REL606,acetate,acetate
16.363636363636363,0.11740359486363636,0.12131206227272728,75,REL606,acetate,acetate
16.666666666666668,0.11959581333333334,0.12356972166666667,75,REL606,acetate,acetate
16.96969696969697,0.12180070121212119,0.12582110787878786,75,REL606,acetate,acetate
17.272727272727273,0.1240015933409091,0.1280674890909091,75,REL606,acetate,acetate
17.575757575757578,0.1262085089015152,0.13031519615151516,75,REL606,acetate,acetate
17.87878787878788,0.1284053763030303,0.1325577587878788,75,REL606,acetate,acetate
18.181818181818183,0.1305938959318182,0.13481329843181822,75,REL606,acetate,acetate
18.484848484848484,0.13278209757575757,0.13707174223572727,75,REL606,acetate,acetate
18.78787878787879,0.13496776745984848,0.13932979674242427,75,REL606,acetate,acetate
19.09090909090909,0.1371554909090909,0.14158266568181818,75,REL606,acetate,acetate
19.393939393939394,0.1393597740151515,0.1438270614090909,75,REL606,acetate,acetate
19.6969696969697,0.14154743578030304,0.14608091760606065,75,REL606,acetate,acetate
20.0,0.1437265375,0.1483367125,75,REL606,acetate,acetate
20.303030303030305,0.14592304606060608,0.15059969007575758,75,REL606,acetate,acetate
20.606060606060606,0.14812031127272726,0.15286953469696968,75,REL606,acetate,acetate
20.90909090909091,0.15030207045454547,0.15513195829545454,75,REL606,acetate,acetate
21.21212121212121,0.15249814477272725,0.15739811472727275,75,REL606,acetate,acetate
21.515151515151516,0.15469321939393937,0.1596563907727273,75,REL606,acetate,acetate
21.81818181818182,0.1568824465227273,0.16190628772727272,75,REL606,acetate,acetate
22.12121212121212,0.15907555022727274,0.16417860636363635,75,REL606,acetate,acetate
22.424242424242426,0.16127222330303032,0.1664414515909091,75,REL606,acetate,acetate
22.727272727272727,0.1634592209090909,0.1686980639090909,75,REL606,acetate,acetate
23.03030303030303,0.1656317571969697,0.1709595594090909,75,REL606,acetate,acetate
23.333333333333336,0.16781983691666666,0.17321956725833335,75,REL606,acetate,acetate
23.636363636363637,0.17002070795454546,0.1754758046363636,75,REL606,acetate,acetate
23.93939393939394,0.17218949355303032,0.17774228371212122,75,REL606,acetate,acetate
24.242424242424242,0.17439393668939393,0.17999975977272728,75,REL606,acetate,acetate
24.545454545454547,0.17658681859090908,0.1822765756818182,75,REL606,acetate,acetate
24.848484848484848,0.17878313229545456,0.1845557353030303,75,REL606,acetate,acetate
25.151515151515152,0.18097455393939393,0.186820861969697,75,REL606,acetate,acetate
25.454545454545457,0.18315952859090912,0.18909259613636364,75,REL606,acetate,acetate
25.757575757575758,0.1853393711969697,0.19135736803030304,75,REL606,acetate,acetate
26.060606060606062,0.18752632547727274,0.19362585356060608,75,REL606,acetate,acetate
26.363636363636363,0.18970828075,0.19588292318181819,75,REL606,acetate,acetate
26.666666666666668,0.19189564433333334,0.19815577833333337,75,REL606,acetate,acetate
26.96969696969697,0.19408572759848483,0.20041489690909092,75,REL606,acetate,acetate
27.272727272727273,0.19627818511363634,0.20267725451772728,75,REL606,acetate,acetate
27.575757575757578,0.19846814833333334,0.20494133924242425,75,REL606,acetate,acetate
27.87878787878788,0.20065440810606058,0.20720493287878788,75,REL606,acetate,acetate
28.181818181818183,0.20284635570454546,0.20946961454545457,75,REL606,acetate,acetate
28.484848484848484,0.2050190619469697,0.21174288734848484,75,REL606,acetate,acetate
28.78787878787879,0.20720478121212124,0.21401251893939396,75,REL606,acetate,acetate
29.090909090909093,0.2093869664318182,0.21627710750000004,75,REL606,acetate,acetate
29.393939393939394,0.21156920992424239,0.2185463331060606,75,REL606,acetate,acetate
29.6969696969697,0.21375864113636364,0.22082150651515153,75,REL606,acetate,acetate
30.0,0.2159368545,0.22309001,75,REL606,acetate,acetate
0.0,-0.002156565,0.000400396,50,REL606,acetate,acetate
0.30303030303030304,8.715454545454556e-05,0.002600996409090909,50,REL606,acetate,acetate
0.6060606060606061,0.002331509696969697,0.004811989742424243,50,REL606,acetate,acetate
0.9090909090909092,0.004582009090909092,0.007025017863636364,50,REL606,acetate,acetate
1.2121212121212122,0.006825420454545455,0.009232326378787879,50,REL606,acetate,acetate
1.5151515151515151,0.009064162727272727,0.011444218454545456,50,REL606,acetate,acetate
1.8181818181818183,0.011303832272727275,0.013640989636363638,50,REL606,acetate,acetate
2.121212121212121,0.01353593303030303,0.01584625725757576,50,REL606,acetate,acetate
2.4242424242424243,0.01576742575757576,0.01806034285151515,50,REL606,acetate,acetate
2.7272727272727275,0.018005950454545457,0.020271870318181822,50,REL606,acetate,acetate
3.0303030303030303,0.020251638484848483,0.02248430283333333,50,REL606,acetate,acetate
3.3333333333333335,0.022492144999999998,0.024703496999999998,50,REL606,acetate,acetate
3.6363636363636367,0.024727261363636364,0.02690742813636364,50,REL606,acetate,acetate
3.9393939393939394,0.026961397727272726,0.029125827606060604,50,REL606,acetate,acetate
4.242424242424242,0.029195150454545453,0.031341449136363636,50,REL606,acetate,acetate
4.545454545454546,0.03143167545454546,0.03355713672727273,50,REL606,acetate,acetate
4.848484848484849,0.03366475742424243,0.03577232227272728,50,REL606,acetate,acetate
5.151515151515151,0.03590069863636364,0.037979934393939395,50,REL606,acetate,acetate
5.454545454545455,0.038136702090909094,0.040199583318181825,50,REL606,acetate,acetate
5.757575757575758,0.04038044060606061,0.042404289439393936,50,REL606,acetate,acetate
6.0606060606060606,0.04262009378787879,0.04462527103030303,50,REL606,acetate,acetate
6.363636363636364,0.044861410454545454,0.04684436285,50,REL606,acetate,acetate
6.666666666666667,0.04710507666666667,0.04906677433333334,50,REL606,acetate,acetate
6.96969696969697,0.04934570151515152,0.0512980146530303,50,REL606,acetate,acetate
7.272727272727273,0.051573761818181824,0.05350425695454546,50,REL606,acetate,acetate
7.575757575757576,0.053802086666666665,0.05572244726818182,50,REL606,acetate,acetate
7.878787878787879,0.05603871818181819,0.057956168130303035,50,REL606,acetate,acetate
8.181818181818182,0.058264893636363634,0.06017928740909091,50,REL606,acetate,acetate
8.484848484848484,0.06048539939393939,0.06241405125757575,50,REL606,acetate,acetate
8.787878787878789,0.06271663424242424,0.06463795827272728,50,REL606,acetate,acetate
9.090909090909092,0.06494080018181819,0.0668637081818182,50,REL606,acetate,acetate
9.393939393939394,0.06717501043939395,0.06908786857575758,50,REL606,acetate,acetate
9.696969696969697,0.06941222909090909,0.07132173098484848,50,REL606,acetate,acetate
10.0,0.0716345155,0.073558375,50,REL606,acetate,acetate
10.303030303030303,0.07385918246969697,0.07578752381818181,50,REL606,acetate,acetate
10.606060606060606,0.07607412954545453,0.07802000131969697,50,REL606,acetate,acetate
10.90909090909091,0.07829637904545456,0.08025618000000001,50,REL606,acetate,acetate
11.212121212121213,0.08051373590909092,0.08247978245454546,50,REL606,acetate,acetate
11.515151515151516,0.08274483803030303,0.08471148572727273,50,REL606,acetate,acetate
11.818181818181818,0.08496833727272728,0.0869466585,50,REL606,acetate,acetate
12.121212121212121,0.08719296818181818,0.08917838509090908,50,REL606,acetate,acetate
12.424242424242424,0.08941447712121212,0.09142313416666667,50,REL606,acetate,acetate
12.727272727272728,0.09163541731818182,0.09365587131818183,50,REL606,acetate,acetate
13.030303030303031,0.09384255425757576,0.09588400675757576,50,REL606,acetate,acetate
13.333333333333334,0.09606322606666667,0.098115031,50,REL606,acetate,acetate
13.636363636363637,0.09829274286363637,0.10035513545454547,50,REL606,acetate,acetate
13.93939393939394,0.10051049522727273,0.1025867459090909,50,REL606,acetate,acetate
14.242424242424242,0.10272319126818182,0.10481782136363636,50,REL606,acetate,acetate
14.545454545454547,0.10494210272727274,0.10705343604545456,50,REL606,acetate,acetate
14.84848484848485,0.10716661234848486,0.10929200045454546,50,REL606,acetate,acetate
15.151515151515152,0.10938571878030304,0.11152916336363637,50,REL606,acetate,acetate
15.454545454545455,0.11159226113636364,0.11376869454545455,50,REL606,acetate,acetate
15.757575757575758,0.11379929645454546,0.11602175981818183,50,REL606,acetate,acetate
16.060606060606062,0.11601021613636364,0.11825758403030305,50,REL606,acetate,acetate
16.363636363636363,0.1182267196818182,0.12049659299999999,50,REL606,acetate,acetate
16.666666666666668,0.12043764500000001,0.12273832833333334,50,REL606,acetate,acetate
16.96969696969697,0.1226499869090909,0.1249759181060606,50,REL606,acetate,acetate
17.272727272727273,0.12486421181818183,0.12721449227272727,50,REL606,acetate,acetate
17.575757575757578,0.12708209983333335,0.12945977606060607,50,REL606,acetate,acetate
17.87878787878788,0.12930022166666666,0.1317176553030303,50,REL606,acetate,acetate
18.181818181818183,0.1315088913636364,0.13395350895454544,50,REL606,acetate,acetate
18.484848484848484,0.13371540136363638,0.13619852354545453,50,REL606,acetate,acetate
18.78787878787879,0.13591056196969697,0.1384391196969697,50,REL606,acetate,acetate
19.09090909090909,0.13813096318181817,0.14068828899999997,50,REL606,acetate,acetate
19.393939393939394,0.14035079325757577,0.14293046712121213,50,REL606,acetate,acetate
19.6969696969697,0.14256286803030305,0.14517403804545453,50,REL606,acetate,acetate
20.0,0.144766671,0.14741792,50,REL606,acetate,acetate
20.303030303030305,0.14697800612121212,0.14966357694969698,50,REL606,acetate,acetate
20.606060606060606,0.14919609575757575,0.15190740924242424,50,REL606,acetate,acetate
20.90909090909091,0.15140176477272727,0.15415808354545454,50,REL606,acetate,acetate
21.21212121212121,0.1536116593939394,0.15639290545454543,50,REL606,acetate,acetate
21.515151515151516,0.15581726242424243,0.15864229754090908,50,REL606,acetate,acetate
21.81818181818182,0.15802706363636365,0.160891069,50,REL606,acetate,acetate
22.12121212121212,0.16021867677272728,0.16312313363636366,50,REL606,acetate,acetate
22.424242424242426,0.16242838136363635,0.1653666634848485,50,REL606,acetate,acetate
22.727272727272727,0.16463075863636362,0.167621364,50,REL606,acetate,acetate
23.03030303030303,0.1668381687121212,0.1698704005151515,50,REL606,acetate,acetate
23.333333333333336,0.16904297066666668,0.17213334833333335,50,REL606,acetate,acetate
23.636363636363637,0.17124354768181818,0.1743995359090909,50,REL606,acetate,acetate
23.93939393939394,0.17345294439393943,0.1766474948787879,50,REL606,acetate,acetate
24.242424242424242,0.1756559303787879,0.17889645681818184,50,REL606,acetate,acetate
24.545454545454547,0.17786085272727273,0.18114156654545455,50,REL606,acetate,acetate
24.848484848484848,0.1800598609848485,0.18338987984848484,50,REL606,acetate,acetate
25.151515151515152,0.18227063212121214,0.18564122936363636,50,REL606,acetate,acetate
25.454545454545457,0.18448220813636365,0.18787795572727273,50,REL606,acetate,acetate
25.757575757575758,0.18668552348484846,0.19012391863636363,50,REL606,acetate,acetate
26.060606060606062,0.1888907829621212,0.19237213636363637,50,REL606,acetate,acetate
26.363636363636363,0.1910944819090909,0.194620705,50,REL606,acetate,acetate
26.666666666666668,0.19329066266666667,0.19687997833333332,50,REL606,acetate,acetate
26.96969696969697,0.19549769893939392,0.19913278016666666,50,REL606,acetate,acetate
27.272727272727273,0.197711825,0.2013782518181818,50,REL606,acetate,acetate
27.575757575757578,0.1999222475757576,0.20361716478787878,50,REL606,acetate,acetate
27.87878787878788,0.20212975333333333,0.20587000787878784,50,REL606,acetate,acetate
28.181818181818183,0.20433517954545455,0.20812000954545457,50,REL606,acetate,acetate
28.484848484848484,0.20653606518181816,0.21037696954545454,50,REL606,acetate,acetate
28.78787878787879,0.20873519772727273,0.21262985074242424,50,REL606,acetate,acetate
29.090909090909093,0.21093163636363638,0.2148850461818182,50,REL606,acetate,acetate
29.393939393939394,0.2131375806060606,0.21712942631818183,50,REL606,acetate,acetate
29.6969696969697,0.21533594742424245,0.2193849072727273,50,REL606,acetate,acetate
30.0,0.217543075,0.22164083499999998,50,REL606,acetate,acetate
0.0,-0.0015622575,-0.00039094274999999996,25,REL606,acetate,acetate
0.30303030303030304,0.0006731786363636363,0.001838134409090909,25,REL606,acetate,acetate
0.6060606060606061,0.002901318181818182,0.0040591632045454545,25,REL606,acetate,acetate
0.9090909090909092,0.005138610454545455,0.006275341227272728,25,REL606,acetate,acetate
1.2121212121212122,0.0073756091666666666,0.008474742265151516,25,REL606,acetate,acetate
1.5151515151515151,0.009606662803030302,0.010707853825757577,25,REL606,acetate,acetate
1.8181818181818183,0.01184130840909091,0.012923272386363639,25,REL606,acetate,acetate
2.121212121212121,0.014062471893939395,0.015142568507575758,25,REL606,acetate,acetate
2.4242424242424243,0.01629858818181818,0.01737767134848485,25,REL606,acetate,acetate
2.7272727272727275,0.018529547500000004,0.01959324340909091,25,REL606,acetate,acetate
3.0303030303030303,0.020762707575757575,0.02182514256060606,25,REL606,acetate,acetate
3.3333333333333335,0.023001595,0.024051863916666666,25,REL606,acetate,acetate
3.6363636363636367,0.02524576363636364,0.02627457829545455,25,REL606,acetate,acetate
3.9393939393939394,0.027481757734848483,0.028493426204545456,25,REL606,acetate,acetate
4.242424242424242,0.02971482992424242,0.030720520772727272,25,REL606,acetate,acetate
4.545454545454546,0.031951803181818186,0.032941350568181815,25,REL606,acetate,acetate
4.848484848484849,0.03419230606060606,0.03517496596212121,25,REL606,acetate,acetate
5.151515151515151,0.03643074113636364,0.037391667159090904,25,REL606,acetate,acetate
5.454545454545455,0.03866933204545456,0.03961352544318182,25,REL606,acetate,acetate
5.757575757575758,0.04090981278787879,0.0418413816969697,25,REL606,acetate,acetate
6.0606060606060606,0.04314081378787878,0.04406527395454546,25,REL606,acetate,acetate
6.363636363636364,0.045370558181818184,0.04627745072727273,25,REL606,acetate,acetate
6.666666666666667,0.04761236583333334,0.04850620108333334,25,REL606,acetate,acetate
6.96969696969697,0.04983506590909091,0.050736721681818184,25,REL606,acetate,acetate
7.272727272727273,0.052068928113636365,0.052961277318181815,25,REL606,acetate,acetate
7.575757575757576,0.05431476703030304,0.05519374424242425,25,REL606,acetate,acetate
7.878787878787879,0.056540472613636365,0.057420419848484845,25,REL606,acetate,acetate
8.181818181818182,0.058772638181818174,0.05965939554545454,25,REL606,acetate,acetate
8.484848484848484,0.06100625345454545,0.06188445593939393,25,REL606,acetate,acetate
8.787878787878789,0.06322935212121213,0.06411855578333334,25,REL606,acetate,acetate
9.090909090909092,0.06545889431818182,0.06635499545454546,25,REL606,acetate,acetate
9.393939393939394,0.06768506574242425,0.06858533640909091,25,REL606,acetate,acetate
9.696969696969697,0.0699163506439394,0.07081052916666666,25,REL606,acetate,acetate
10.0,0.07213947500000001,0.0730503375,25,REL606,acetate,acetate
10.303030303030303,0.07437270832575757,0.07528940234848486,25,REL606,acetate,acetate
10.606060606060606,0.07659469166666666,0.07751649395454545,25,REL606,acetate,acetate
10.90909090909091,0.07881296931818182,0.07974985543181819,25,REL606,acetate,acetate
11.212121212121213,0.08103375621212122,0.08197735522727273,25,REL606,acetate,acetate
11.515151515151516,0.08326810070454546,0.08420644396212121,25,REL606,acetate,acetate
11.818181818181818,0.08549072263636363,0.08643405088636363,25,REL606,acetate,acetate
12.121212121212121,0.08771456608333333,0.08867059878787881,25,REL606,acetate,acetate
12.424242424242424,0.08993543036363635,0.09088852409090908,25,REL606,acetate,acetate
12.727272727272728,0.09215665797727274,0.09311852470454546,25,REL606,acetate,acetate
13.030303030303031,0.0943745387878788,0.09535334454545455,25,REL606,acetate,acetate
13.333333333333334,0.09660895250000001,0.09759370891666666,25,REL606,acetate,acetate
13.636363636363637,0.0988383009090909,0.09982260997727273,25,REL606,acetate,acetate
13.93939393939394,0.10105511209848483,0.10204475993939395,25,REL606,acetate,acetate
14.242424242424242,0.10328287758333335,0.10428239378030303,25,REL606,acetate,acetate
